mouse2;mouse;applicaiton;day;group;kb1;yl2;kb18;yl27;yl31;yl32;yl44;yl45;i46;i48;i49;yl58;universal
D;1694;FALSE;37;Tetracyclin;47381224.68;365072.73;26076.62;36429042857;8863444286;3559459091;2.81628E+11;18060669351;5627335325;4.04448E+11;735621545.5;19359285195;6.63389E+13
E;1695;FALSE;37;Tetracyclin;72750297.81;348683.39;24905.96;38878197492;8856557994;3170528213;2.5429E+11;15765470219;7529070533;3.442E+11;855519592.5;25553510972;5.86535E+13
A;1696;FALSE;37;Vancomycin;59984802.91;385931.64;27566.55;220532.36;14874907927;7859222109;3.69116E+11;12528994909;10629659927;3.86207E+11;2205323636;21750004364;7.86474E+13
B;1697;FALSE;37;Vancomycin;52758895.19;292293.05;20878.07;167024.6;11482941176;5346874973;2.02705E+11;8833513476;6394954332;2.91458E+11;1514913112;14121929840;6.03376E+13
C;1698;FALSE;37;Vancomycin;45493384.31;236416.99;16886.93;135095.42;7843978105;5442656928;2.01123E+11;7700439216;6221144314;2.50264E+11;2747503203;15893976732;5.19273E+13
D;1699;FALSE;37;Vancomycin;45850064.69;385757.76;27554.13;220433;18450242376;13743997756;2.52864E+11;14143532574;7511254587;4.43621E+11;3075040396;17361854422;7.69587E+13
E;1700;FALSE;37;Vancomycin;61643820.28;261677.83;18691.27;149530.19;8267150307;4545717736;2.05978E+11;7369969175;4598053302;2.36258E+11;1022786491;14992270542;4.62796E+13
A;1681;FALSE;44;water;32738597.37;273963.16;19568.8;21662658271;17355566053;9792226015;2.33064E+11;12030896391;5128981692;4.21708E+11;2692666466;23815225940;8.93707E+13
C;1683;FALSE;44;water;25335099.03;229128.8;16366.34;17381056311;12502249450;4247066019;2.07525E+11;8373021100;3220896311;3.93611E+11;3035956634;15364722848;6.6791E+13
D;1684;FALSE;44;water;26900479.81;172281.21;12305.8;20587604176;15652978190;5357945522;2.20397E+11;10949701253;3091217077;4.40178E+11;1327795870;14643902552;7.04507E+13
E;1685;FALSE;44;water;24774074.6;269912.1;19279.44;18897702661;15120861250;5712496734;1.88476E+11;9105677379;3225449556;4.12773E+11;1570695609;15280880565;6.54922E+13
A;1686;FALSE;44;Ciprofloxacin;175126407.8;177922.33;12708.74;27781300971;18643718447;7307524272;2.83786E+11;15148815534;9737434951;3.9969E+11;2973844660;29674902913;8.30008E+13
B;1687;FALSE;44;Ciprofloxacin;73664150;196700;14050;28844650000;9375565000;3362165000;2.24098E+11;12036635000;3253980000;2.40817E+11;1174580000;14232650000;4.42575E+13
C;1688;FALSE;44;Ciprofloxacin;114410325.4;214970.41;15355.03;42702337278;12397650888;4477526627;2.83761E+11;17550798817;6071378698;3.58233E+11;1839532544;20330059172;7.03721E+13
D;1689;FALSE;44;Ciprofloxacin;54563851.2;157829.32;11273.52;17609242888;9355896718;4908491904;2.25245E+11;14317374179;4323396061;3.13968E+11;456464945.3;15095247265;5.99977E+13
E;1690;FALSE;44;Ciprofloxacin;134760075.6;198865.93;14204.71;20369552909;11360926371;4622212355;2.15485E+11;9940455457;4446073961;3.23725E+11;665490623.3;16264391967;6.59383E+13
A;1691;FALSE;44;Tetracyclin;55510166.03;201227.95;14373.42;14675266575;16831280274;5865794603;2.06259E+11;9910476301;6340117616;3.43237E+11;1255518644;21071440548;5.96497E+13
B;1692;FALSE;44;Tetracyclin;59639917.53;252635.05;18045.36;17226101443;21275480412;12602880000;2.30439E+11;14075381443;7779355052;4.24427E+11;1729286928;20120577320;6.41513E+13
C;1693;FALSE;44;Tetracyclin;55779555.79;355607.37;25400.53;19880991947;16804988211;5788779947;2.82708E+11;11481037895;6124066895;4.19871E+11;1135403526;22855393579;7.14009E+13
D;1694;FALSE;44;Tetracyclin;51587082.69;201119.23;14365.66;16951478022;15227598901;4938913681;2.44934E+11;10636334176;5882737500;3.70203E+11;1370627558;19810244231;5.63996E+13
E;1695;FALSE;44;Tetracyclin;73973481.88;169165.1;12083.22;17955667114;20372311409;12324885906;2.52539E+11;14862362416;7408223087;5.71053E+11;520424349;19756067114;7.58826E+13
A;1696;FALSE;44;Vancomycin;68476398.77;168335.31;12023.95;7680899654;10377871778;5268895160;2.16672E+11;7809555926;6405158494;2.55028E+11;2179942247;19418680247;4.78673E+13
B;1697;FALSE;44;Vancomycin;191058454.6;230190.91;16442.21;10370100455;12843008506;4700827208;2.11447E+11;8607495779;8656822403;3.45286E+11;2767223571;27063874026;5.14477E+13
C;1698;FALSE;44;Vancomycin;59026693.69;168441.44;12031.53;10610607658;10283350000;5866574775;1.77706E+11;8441322523;7724243243;3.03916E+11;3041571171;23329139640;5.56699E+13
D;1699;FALSE;44;Vancomycin;46046809.32;263662.71;18833.05;2638510424;9013498136;4376801017;1.82417E+11;10685873051;5887211695;2.61591E+11;3363582881;16170057458;4.02086E+13
E;1700;FALSE;44;Vancomycin;115045741.5;293377.12;20955.51;14138681568;13296270127;6712049364;2.90234E+11;15385534322;8642051695;3.66721E+11;2745171610;23553991525;7.0201E+13
A;1681;TRUE;49;water;28366983.26;285916.32;20422.59;27162050209;10809679080;3667897908;1.9718E+11;11604117992;4686985356;3.21247E+11;3006205858;17146810042;5.21797E+13
C;1683;TRUE;49;water;42951017.49;238522.11;17037.29;23749987459;16379654191;3812946337;1.90477E+11;16096835116;5992016205;5.26793E+11;3552275743;27055222442;7.48108E+13
D;1684;TRUE;49;water;54038013.7;252177.4;18012.67;23218333219;18679140068;7570725719;2.31463E+11;14822627158;8202970479;5.03634E+11;4236580274;36980014041;6.83941E+13
E;1685;TRUE;49;water;51527593.22;198183.05;14155.93;21644420339;19068040678;7859373559;2.16303E+11;13779384407;6671690847;5.7827E+11;1738348475;27986277966;4.24961E+13
A;1686;TRUE;49;Ciprofloxacin;33647276.84;301383.16;21527.37;19447824632;7939293474;3224799789;1.98956E+11;8247134842;3728540211;2.33572E+11;1695710811;12903504632;3.64028E+13
B;1687;TRUE;49;Ciprofloxacin;53556242.31;180976.92;12926.92;15770846154;12477066154;4823035000;2.86978E+11;18007203846;7126612692;3.46571E+11;5890798846;25970188462;3.42822E+13
C;1688;TRUE;49;Ciprofloxacin;77085771.43;192165.38;13726.1;22126471429;16334057692;8422334286;2.73836E+11;20547970055;7930939945;4.55157E+11;2042443516;23677520604;5.33533E+13
D;1689;TRUE;49;Ciprofloxacin;73859817.66;150383.57;10741.68;14845006982;10008026776;3991609692;1.8046E+11;10752425462;6631915565;2.8444E+11;500455047.2;18529404517;3.57376E+13
E;1690;TRUE;49;Ciprofloxacin;72675979.52;124551.81;8896.56;17544011704;9154557831;3210767659;1.8834E+11;13994285198;6030976437;2.69833E+11;597581778;15862562306;3.62179E+13
A;1691;TRUE;49;Tetracyclin;80098019.58;182425.94;13030.42;27819956368;25018415094;17460768868;2.56178E+11;20809587972;9561725519;6.67158E+11;342309252.4;21852021934;7.60195E+13
B;1692;TRUE;49;Tetracyclin;80306626.97;413951.69;29567.98;53636311236;18166565393;22631330000;1.99732E+11;20534960393;8305644888;5.52626E+11;1598740545;24313747921;1.39768E+14
C;1693;TRUE;49;Tetracyclin;96605236.78;374854.02;26775.29;44714729885;12996724483;7965647989;2.23199E+11;13152021149;6677756667;4.30011E+11;542735074.7;18817671954;8.55203E+13
D;1694;TRUE;49;Tetracyclin;49496522.82;237149.66;16939.26;38469063423;16256609497;19039730201;1.83452E+11;17159472148;5493402584;4.51262E+11;857465429.5;17498257383;1.10986E+14
E;1695;TRUE;49;Tetracyclin;71433812.45;149554.86;10682.49;23736493385;15137088716;12434418677;1.93674E+11;14090204669;4860533074;4.0743E+11;633364848.3;13694952529;5.52178E+13
A;1696;TRUE;49;Vancomycin;37214394.46;218632.62;15616.62;31795428923;9776001231;3652726338;2.13167E+11;13161683446;3494998523;3.03587E+11;1249485397;10261677969;5.40491E+13
B;1697;TRUE;49;Vancomycin;125962004;535195.16;38228.23;52410897581;22730503065;13888314435;2.67865E+11;19159986774;10271924274;5.4437E+11;2549822661;26522743065;6.24649E+13
C;1698;TRUE;49;Vancomycin;71859426.82;168260.91;12018.64;26933764091;9677406000;5199262091;2.6465E+11;16092954091;5958839909;3.23301E+11;2022736500;16790035000;6.49607E+13
D;1699;TRUE;49;Vancomycin;46686209.39;212278.96;15162.78;26049661489;9000628091;3490472686;1.69975E+11;13359928252;4165216537;2.73688E+11;1959031586;12512328673;4.35324E+13
E;1700;TRUE;49;Vancomycin;97523030.65;258779.84;18484.27;26414027823;9303135202;5404801774;1.84843E+11;11828087056;5277260282;2.79482E+11;757670399.2;14820691048;5.25138E+13
A;1681;TRUE;53;water;87119881.01;178550.48;12753.61;29282278846;19755335337;20737362981;2.2982E+11;12141432692;8027119471;4.12324E+11;2707590505;25519965144;1.24322E+14
C;1683;TRUE;53;water;76514516.13;297556.45;21254.03;59723830645;17071238710;17360293548;2.44421E+11;18958596774;5137099597;3.73433E+11;2153033468;21186019355;9.7726E+13
D;1684;TRUE;53;water;81470834.2;168951.52;12067.97;45809996537;29494107359;22832590476;3.32231E+11;33331720346;8010715411;7.29991E+11;1975525931;23544600433;1.44936E+14
E;1685;TRUE;53;water;42658216.81;157868.1;11276.29;44191792672;26848853879;30051321121;2.51123E+11;28416258621;3895959267;7.58331E+11;2002669655;22349612931;2.65782E+14
A;1686;TRUE;53;Ciprofloxacin;18875240.88;169393.19;12099.51;31289341606;9969999027;4924501946;2.23599E+11;15777765450;5206420608;2.8325E+11;1038743224;19032534550;7.20163E+13
B;1687;TRUE;53;Ciprofloxacin;25526347.23;188287.07;13449.08;32439172559;11696661847;4596894354;2.25138E+11;17120674406;4582100369;2.71268E+11;2118229551;18546276517;6.98276E+13
C;1688;TRUE;53;Ciprofloxacin;53177513.36;254003.82;18143.13;46482698473;10882249237;5481039504;2.73417E+11;16361474427;5882002672;2.55818E+11;1734664637;24547654580;3.85904E+13
D;1689;TRUE;53;Ciprofloxacin;15540667.2;119216.08;8515.43;27283450804;16443303215;12117462701;2.13567E+11;19304489068;4985786656;3.2018E+11;1158950579;17558825080;9.63096E+13
E;1690;TRUE;53;Ciprofloxacin;60607826.02;207713.48;14836.68;42818650157;14881187147;4623108589;2.98217E+11;20430104389;5863454796;2.72698E+11;380857501.6;24643720690;4.95842E+13
A;1691;TRUE;53;Tetracyclin;883914917.9;251827.61;17987.69;34734222761;32791552.61;5027558.4;2.86724E+11;4919632.28;17111686231;6.24532E+11;402024794.8;515527097;1.03213E+14
B;1692;TRUE;53;Tetracyclin;811825194.4;147738.89;10552.78;24851791667;61607116.67;8278654.17;1.84252E+11;10352275000;29336722222;5.7692E+11;1343368611;694372777.8;1.20302E+14
C;1693;TRUE;53;Tetracyclin;1163992077;220423.23;15744.52;46147176774;143700198.7;23317628.39;2.30657E+11;393455.46;17067055484;6.38755E+11;136882823.2;1026070116;1.20146E+14
D;1694;TRUE;53;Tetracyclin;1518111680;120965.07;8640.36;25696437891;106276458;12951903.29;1.38678E+11;195704.21;19026078089;9.10694E+11;207973523.9;1932849077;5.35962E+13
E;1695;TRUE;53;Tetracyclin;380721788.2;125414.24;8958.16;18767344618;14897419.62;2679385.57;1.37329E+11;195825.37;8164466771;4.9467E+11;25969705.03;263549059;6.79387E+13
A;1696;TRUE;53;Vancomycin;8101121.46;143400.81;10242.91;3064680.16;147190688.3;104170445.3;2.6058E+11;11123805668;165627935.2;3.88104E+11;24511295547;216432793.5;7.37183E+13
B;1697;TRUE;53;Vancomycin;8812097.28;252134.4;18009.6;1928828.16;73875379.2;27788812.8;2.0675E+11;6778813440;149119488;3.31377E+11;2730255360;231423360;4.61406E+13
C;1698;TRUE;53;Vancomycin;1565351.1;147475.88;10533.99;1816060.09;82028189.69;27925610.75;1.31254E+11;135677807;369743092.1;47034270833;1915079605;100083450.7;3.00535E+13
D;1699;TRUE;53;Vancomycin;4743835.02;146156.89;10439.78;3329245.13;82108852.22;65801919.33;2.31554E+11;8823700178;311418571.1;1.9251E+11;23437301111;235208193.3;3.52656E+13
E;1700;TRUE;53;Vancomycin;11009533.02;173730.23;12409.3;2674204.65;231309395.4;49724074.42;2.49675E+11;5492357209;233543069.8;1.94578E+11;2798297674;160452279.1;1.44692E+13
A;1681;FALSE;58;water;60967561.8;263928.84;18852.06;47639155431;11115174532;3989095880;2.72224E+11;12291543071;6287161985;3.62902E+11;2567650562;21453644195;7.98196E+13
C;1683;FALSE;58;water;78345550.32;386346.5;27596.18;44788597452;7878708917;6435428790;2.66027E+11;11027432866;4360196178;3.19012E+11;3998686242;16786755287;3.83311E+13
D;1684;FALSE;58;water;69538143.12;209092.35;14935.17;33275554740;7920119694;6483356514;2.65398E+11;12875608502;4623928073;3.00197E+11;2453848135;17429341284;7.69012E+13
E;1685;FALSE;58;water;58264113.97;255304.41;18236.03;47067191912;10241354118;7418416765;1.90567E+11;11588996691;4697601176;4.23988E+11;2315975735;16890210441;8.36304E+13
A;1686;FALSE;58;Ciprofloxacin;74209488.34;238178.09;17012.72;39792754064;9095000565;4787379647;3.28175E+11;13424738021;6031009541;3.43997E+11;703816261.5;16908943251;7.87859E+13
B;1687;FALSE;58;Ciprofloxacin;82381952.84;210234.66;15016.76;38668160511;10348050256;5281394972;2.1534E+11;17314325852;5770941392;3.35775E+11;2308076222;19041253409;7.55193E+13
C;1688;FALSE;58;Ciprofloxacin;43071352.03;258908.94;18493.5;42017222764;8357210813;3191977398;2.31539E+11;19972975610;3402803252;3.08102E+11;1186542699;10999931382;5.58873E+13
D;1689;FALSE;58;Ciprofloxacin;97589496.75;152177.87;10869.85;34566117137;13978624729;5728409978;3.27074E+11;29337720174;8764358568;5.36536E+11;1095680694;24739774403;1.2196E+14
E;1690;FALSE;58;Ciprofloxacin;110979608.6;209001.15;14928.65;43457309742;20437326361;13110343324;2.58714E+11;28394298567;7962943668;6.10433E+11;409642246.4;30454452722;1.46047E+14
A;1691;FALSE;58;Tetracyclin;285750122.5;171842.86;12274.49;38222761224;2299011939;2366521633;2.01793E+11;5194564082;16460090816;2.88082E+11;1936914490;52903051020;5.75551E+13
B;1692;FALSE;58;Tetracyclin;112303121.6;294042.21;21003.02;31273489447;6254697889;4897903116;1.7254E+11;15042359397;10774546734;2.83331E+11;1331801186;28984160804;4.08089E+13
C;1693;FALSE;58;Tetracyclin;214833853.4;452894.74;32349.62;82329793233;8993195489;7207496241;3.60698E+11;6343761278;21787471805;5.98468E+11;4079287594;53635676692;5.54149E+13
D;1694;FALSE;58;Tetracyclin;283143060.8;332271.82;23733.7;55157122652;1505428696;3204049724;1.69364E+11;7889082431;17354082652;3.16608E+11;1018887812;54682448619;5.66286E+13
E;1695;FALSE;58;Tetracyclin;243440459.5;257026.13;18359.01;52323175676;1610452270;2575768964;1.57686E+11;10853846126;14029954685;2.91174E+11;1642580536;41436283333;2.77955E+13
A;1696;FALSE;58;Vancomycin;405874.44;227289.69;16234.98;129879.82;11560927534;319991.41;2.97912E+11;25813614350;22306859193;2.49532E+11;4450007354;29791183857;4.85588E+13
B;1697;FALSE;58;Vancomycin;448277.29;245247.44;17517.67;140141.4;8504830930;177278.87;2.00928E+11;13118986372;13238106558;1.70745E+11;1853369953;25768499070;2.32635E+13
C;1698;FALSE;58;Vancomycin;461141.03;258238.97;18445.64;147565.13;12926705231;315420.46;2.89965E+11;27225766154;12401004462;2.10465E+11;3021396000;24034670256;3.47516E+13
D;1699;FALSE;58;Vancomycin;1108572.58;155045.12;11074.65;88597.21;10863125326;220164.07;2.49623E+11;14939704419;18882280233;2.0621E+11;2868334651;41851106744;3.51177E+13
E;1700;FALSE;58;Vancomycin;345687.13;193584.8;13827.49;110619.88;5273802924;327849.68;76548959064;12671507602;15002821637;27876210526;1279872047;22967453216;2.17368E+13
A;1681;TRUE;63;water;221702842.7;299887.9;21420.56;42841129032;25661836290;21283472903;1.33E+11;26497238306;21934658065;5.12594E+11;67710404435;1.22633E+11;1.75799E+14
C;1683;TRUE;63;water;42145632.51;181886.21;12991.87;51642690887;12392946626;5768391133;85070777340;11037894384;3084270394;3.50651E+11;1756501084;16538652956;7.52359E+13
D;1684;TRUE;63;water;67039909.44;168381.55;12027.25;31511403433;22057982403;17559789700;81304231760;16765990987;3999061695;4.40558E+11;1137417337;21961764378;4.49218E+13
E;1685;TRUE;63;water;55917526.82;274201.53;19585.82;60755225287;14695243563;6668972989;1.22607E+11;15110463027;4473402146;4.63009E+11;2068262989;21799021839;8.49437E+13
A;1686;TRUE;63;Ciprofloxacin;112511094.6;255748.55;18267.75;44902138406;10390698261;6678690725;81675126449;16157828080;8067040000;3.79604E+11;776927561.6;32041639855;3.41607E+13
B;1687;TRUE;63;Ciprofloxacin;65883832.84;231171.34;16512.24;55382048955;15133466866;13822395104;1.10814E+11;20458663881;5392897194;3.87707E+11;2496650507;26733314627;8.19337E+13
C;1688;TRUE;63;Ciprofloxacin;252720248.8;197768.78;14126.34;44455596585;25272024878;21161259512;1.28917E+11;31671257561;15920386829;5.4895E+11;3617756049;82441328780;1.10341E+14
D;1689;TRUE;63;Ciprofloxacin;112030126.2;417911.48;29850.82;1.42627E+11;29880670492;37791137705;1.71612E+11;46835936066;8579125574;8.53733E+11;586270098.4;42507567213;2.28389E+14
E;1690;TRUE;63;Ciprofloxacin;136508991.6;204267.41;14590.53;62914362117;15422189415;6101759331;1.16301E+11;21200038997;7468891922;3.58927E+11;597336267.4;27225927577;7.01659E+13
A;1691;TRUE;63;Tetracyclin;279661534.1;282282.73;20163.05;51516598394;18251594859;4185849639;1.71951E+11;24094847390;12196630281;4.30884E+11;1207766827;44177247390;7.99667E+13
B;1692;TRUE;63;Tetracyclin;164375959.8;300818.75;21487.05;81887161161;41212168750;15522247500;1.3178E+11;37881675446;16491313616;6.82429E+11;1790945915;51783799107;1.13043E+14
C;1693;TRUE;63;Tetracyclin;86512486.24;317061.47;22647.25;40153570183;14908683165;11185475642;1.32192E+11;18654537936;9964788991;4.92804E+11;1472750518;30845551376;1.02275E+14
D;1694;TRUE;63;Tetracyclin;71407784.73;300935.88;21495.42;88604120611;37702966412;25923476336;1.67213E+11;42668408397;6895730687;7.84368E+11;976966832.1;25815999237;1.96124E+14
E;1695;TRUE;63;Tetracyclin;142730733.1;306571.07;21897.93;62409111570;25357807438;16055565124;1.28125E+11;31051270248;11487656116;5.79419E+11;640514566.1;33591430579;1.24205E+14
A;1696;TRUE;63;Vancomycin;682289.95;246568.38;17612.03;789723.31;29288801718;6586898282;1.273E+11;19249946048;7419947182;3.88521E+11;2074696838;24762510653;2.64357E+13
B;1697;TRUE;63;Vancomycin;331377.34;163010.64;11643.62;93148.94;38959542553;4134648404;1.13025E+11;20318111702;13553170213;4.39314E+11;21598909574;58718760638;8.04923E+13
C;1698;TRUE;63;Vancomycin;424654.88;237806.73;16986.2;135889.56;33938418182;6755409865;1.32136E+11;25649154882;8014086936;3.59937E+11;2515655522;26719285185;3.74206E+13
D;1699;TRUE;63;Vancomycin;1112386.22;252446.22;18031.87;144254.98;16071807968;2252180876;80836884462;11080585657;7203733068;2.01777E+11;1623229163;36785019920;3.57031E+13
E;1700;TRUE;63;Vancomycin;405513.95;206744.19;14767.44;118139.53;17012093023;2105837209;92060232558;12020697674;4229395349;1.68497E+11;750186046.5;25651046512;3.29905E+13
A;1681;TRUE;67;water;105075238.2;165845.92;11846.14;40241328541;12035675536;6082991524;1.06094E+11;14926133047;5196900451;3.99333E+11;2184427725;23253967597;6.89445E+13
C;1683;TRUE;67;water;82876665.12;198235.66;14159.69;47831432558;15887172093;7864291783;1.01313E+11;16510198450;4984210853;4.4957E+11;2126785426;25161768992;9.06928E+13
D;1684;TRUE;67;water;81034895.45;177125.45;12651.82;57793505455;21115884545;14587546364;1.04846E+11;19230763636;4161183000;4.92662E+11;1422064364;27163453636;1.18117E+14
E;1685;TRUE;67;water;104141389.2;217187.46;15513.39;82748423932;28420531054;32128231339;1.3793E+11;33260708832;7859083533;8.09644E+11;3533950313;35634257550;2.26806E+14
A;1686;TRUE;67;Ciprofloxacin;34907933.77;202197.38;14442.67;59099406283;13862074817;13407130707;1.45293E+11;31427250262;2666116911;4.20859E+11;782215015.7;12832312435;1.0988E+14
B;1687;TRUE;67;Ciprofloxacin;137883016.4;156685.25;11191.8;29591127869;18869380328;5694389508;1.25908E+11;26524573770;10537082787;4.08389E+11;40928424590;57939965574;1.22326E+14
C;1688;TRUE;67;Ciprofloxacin;54510769.23;147897.44;10564.1;36889846154;12529025641;5068656410;1.16416E+11;19004820513;3649897436;3.04669E+11;1845548718;18360410256;7.34099E+13
D;1689;TRUE;67;Ciprofloxacin;43967368.42;181042.11;12931.58;49631400000;13914378947;11070724737;91503852632;19707726316;3402298421;3.18246E+11;1441871053;13888515789;1.46385E+13
E;1690;TRUE;67;Ciprofloxacin;84958955.47;194764.27;13911.73;48329361600;12979647200;4990138747;1.2867E+11;18586075733;3608703627;3.17188E+11;1376287779;17250549333;6.79727E+13
A;1691;TRUE;67;Tetracyclin;383349452.6;280255.47;20018.25;38134762774;41277627.74;1297582.85;1.05436E+11;40036.5;16422970803;7.0204E+11;175880328.5;507262408.8;5.21876E+13
B;1692;TRUE;67;Tetracyclin;390426144.6;393518.07;28108.43;33027409639;99194662.65;3122846.99;1.41891E+11;11170291566;22267501205;6.21477E+11;769608915.7;905091566.3;9.81547E+13
C;1693;TRUE;67;Tetracyclin;542013207.6;210490.57;15035.04;44308264151;153958814;8691756.87;1.33286E+11;10492954717;22793121294;7.39574E+11;138878668.5;837602102.4;1.31241E+14
D;1694;TRUE;67;Tetracyclin;303151248.1;191348.85;13667.77;27841257545;25832094.63;1239257.15;91724437596;1574527.67;11687314348;4.59374E+11;22606499.74;346068061.4;7.07307E+13
E;1695;TRUE;67;Tetracyclin;366437427.5;154801.57;11057.25;29998332549;27090274.51;655474.07;1.05862E+11;71684183.53;13047560784;6.02399E+11;23441380.39;328289898;9.31574E+13
A;1696;TRUE;67;Vancomycin;2168304.24;131811.81;9415.13;75321.03;65265675.28;77128738.01;96693376384;11081607011;181241236.2;2.29353E+11;11655929889;380747822.9;3.39698E+13
B;1697;TRUE;67;Vancomycin;1206121.33;221713.48;15836.68;126693.42;116288720.1;76697027.27;1.14483E+11;14626754984;235174655.2;5.45257E+11;2337493542;384672887.2;6.94913E+13
C;1698;TRUE;67;Vancomycin;483921.64;259276.81;18519.77;148158.17;195568790.9;133286798.1;1.37232E+11;12817534106;391693174.9;4.31325E+11;2496465247;336689452.5;7.00973E+13
D;1699;TRUE;67;Vancomycin;1786212.69;182133.85;13009.56;104076.49;169644671.8;101435545;1.23773E+11;13438876227;310017832;3.76627E+11;3944498811;563704266.2;5.64355E+13
E;1700;TRUE;67;Vancomycin;1565650.97;250934.33;17923.88;143391.04;172176797;110626191;1.07884E+11;13399893134;824856985.1;4.04363E+11;3005834776;347185567.2;3.93608E+13
A;1681;FALSE;72;water;42676094.69;214992.92;15356.64;25015961947;14697837434;3932834779;1.56791E+11;18857950442;5520711062;4.11097E+11;5618993540;24202060177;4.32136E+13
C;1683;FALSE;72;water;65901029.81;209685.09;14977.51;52975441463;14574611843;6670981518;1.41582E+11;16490234959;5167239837;5.21816E+11;3380423279;24982481301;5.27058E+13
D;1684;FALSE;72;water;98935573.58;313441.51;22388.68;61367369811;14395920755;6571077358;1.464E+11;16621355472;7157660755;4.63893E+11;2525443019;30672490566;3.94265E+13
E;1685;FALSE;72;water;88135005.06;132704.89;9478.92;27687927487;16730295110;4504383137;1.49767E+11;21346529511;6636192411;5.8703E+11;3566917875;30332546374;9.27323E+13
A;1686;FALSE;72;Ciprofloxacin;93546188.34;301345.29;21524.66;43049327354;11339192825;4599820628;1.10658E+11;20521614350;5710493274;4.15641E+11;2712107623;16978654709;5.58135E+13
B;1687;FALSE;72;Ciprofloxacin;108653992.5;496947.37;35496.24;77665774436;20768850376;7184439098;1.98495E+11;31879173684;7262530827;5.63325E+11;3188272331;25188132331;8.93795E+13
C;1688;FALSE;72;Ciprofloxacin;82753582.52;320572.82;22898.06;50558912621;11861194175;7918148544;1.25413E+11;22167610194;4597930097;4.36666E+11;717167184.5;17901701942;5.42684E+13
D;1689;FALSE;72;Ciprofloxacin;75678900;156200;11157.14;52393942857;11115861429;5531711429;1.42588E+11;13611714286;3617145714;3.44309E+11;4188391429;16958857143;8.94022E+13
E;1690;FALSE;72;Ciprofloxacin;174987538.5;253605.13;18114.65;66643804762;13883069304;12287168462;2.41468E+11;26266245421;3392874322;5.36013E+11;3490693443;14511647729;1.30715E+14
A;1691;FALSE;72;Tetracyclin;194304351.8;162597.78;11614.13;20185353463;5027755762;3205499169;1.07338E+11;5014980222;6138066343;1.92678E+11;2048732078;16433990305;4.60849E+13
B;1692;FALSE;72;Tetracyclin;630965429;234372.94;16740.92;47544224422;9395006601;2442500825;1.43202E+11;25613613861;22851361386;3.19417E+11;19034430693;73760511551;7.39279E+13
C;1693;FALSE;72;Tetracyclin;272343170.5;232063.57;16575.97;41439922481;3729593023;2410145891;1.32326E+11;6497779845;11301495659;3.04666E+11;7996247442;27615564341;6.33534E+13
D;1694;FALSE;72;Tetracyclin;183287713;191066.86;13647.63;44873417751;2535730237;1682753166;1.49032E+11;7691806036;9077040799;3.22767E+11;7136347367;23528519527;5.41675E+13
E;1695;FALSE;72;Tetracyclin;1863877991;308479.63;22034.26;20734237963;5808230741;3172933333;1.13631E+11;8146065648;17691306759;3.85379E+11;2613263148;68504512037;6.89452E+13
A;1696;FALSE;72;Vancomycin;439948.3;195968.06;13997.72;111981.75;10942016654;451426.43;1.54955E+11;13913732319;5751662586;1.63913E+11;3220875057;17469152852;3.44764E+13
B;1697;FALSE;72;Vancomycin;369763.99;207067.83;14790.56;118324.48;12382656364;166837.51;1.49828E+11;15825898601;7447046678;2.23781E+11;5229941818;22599974825;4.03191E+13
C;1698;FALSE;72;Vancomycin;256583.89;143686.98;10263.36;82106.84;8981462318;128805.11;1.15873E+11;13896583223;4018103642;1.52103E+11;1768376137;6786130596;2.39649E+13
D;1699;FALSE;72;Vancomycin;556745.05;311777.23;22269.8;178158.42;8941325495;675220.4;1.85886E+11;30865945545;15564364604;4.01079E+11;4048650000;33716480198;6.66312E+13
E;1700;FALSE;72;Vancomycin;396297.25;221926.46;15851.89;5844591.86;5673391443;4308543.71;1.95295E+11;22953536770;12925631134;2.5585E+11;3788601718;28802884192;5.41342E+13
A;1681;FALSE;79;water;51371411.91;165029.78;11787.84;50829171216;12436172457;5772505831;1.73871E+11;16550129032;2048726799;4.767E+11;4387434491;11418881762;9.73086E+13
C;1683;FALSE;79;water;72040131.21;131855.38;9418.24;44859085495;9889153846;5160254659;1.53517E+11;11396072527;2494892242;3.43766E+11;4169455626;17338983077;7.96972E+13
D;1684;FALSE;79;water;47660046.09;297609.57;21257.83;43259676087;12882242609;5677965348;1.71891E+11;14064177739;1961247035;4.01135E+11;3084510565;11985162348;7.51464E+13
E;1685;FALSE;79;water;94122776.79;252195;18013.93;44872696071;7054254429;3462277071;1.63602E+11;12642175071;3157841679;4.24768E+11;1578380421;17066395929;7.73518E+13
A;1686;FALSE;79;Ciprofloxacin;173453495.9;122334.96;8738.21;24030081301;10162539837;6121117073;1.28015E+11;14601551220;3566064065;4.2092E+11;4678438374;15230702439;6.87435E+13
B;1687;FALSE;79;Ciprofloxacin;144793743.6;165343.59;11810.26;39044707692;7967198974;3730860000;1.2011E+11;11262260513;3096649231;2.63959E+11;4607181026;13959723077;4.78197E+13
C;1688;FALSE;79;Ciprofloxacin;202534420.3;177661.77;12690.13;46877327595;11398271696;3933939241;1.50632E+11;14327152911;4204238937;3.47075E+11;3545621367;22563045063;6.22958E+13
D;1689;FALSE;79;Ciprofloxacin;151009916.1;177509.56;12679.25;45049389744;10852173566;5987143776;1.48854E+11;12920159907;3926764988;3.49313E+11;6274962844;18879409324;6.8113E+13
